SAMPLEID,ANSWERDATE,性別,年代,居住地方,結婚,子ども,世帯年収,職業,建築タイプ,,,,,,,,,,Q7S1,Q7S7,Q7S8,Q7S9,Q7S10,Q7S11,Q8S12,Q9S4,Q9S5,Q9S15,Q10S1,Q10S2,Q10S3,Q10S4,Q10S5,Q10S6,Q10S7,Q10S8,Q10S9,Q10S10,Q10S11,Q10S12,Q10S13,Q10S14,Q10S15,Q11S4,Q11S5,Q11S6,Q11S7,Q11S11,Q11S12,Q11S13,Q11S15,Q12S1,Q7S2,Q7S3,Q7S4,Q7S5,Q7S6,Q7S12,Q7S13,Q7S14,Q7S15,Q8S1,Q8S2,Q8S3,Q8S4,Q8S5,Q8S6,Q8S7,Q8S8,Q8S9,,Q8S11,Q8S13,Q8S14,Q8S15,Q9S1,Q9S2,Q9S3,Q9S6,Q9S7,Q9S8,Q9S9,Q9S10,Q9S11,Q9S12,Q9S13,Q9S14,Q11S1,Q11S2,Q11S3,Q11S8,Q11S9,Q11S14,Q12S2,Q12S3,Q12S4,Q12S5,Q12S6,Q12S7
39861917,2024/12/11 16:25,男性,40代,北海道・東北地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,2,2.25,2.5,-3,2,2,1.5,2,1.875,2,2,2,2,2,4,2,1,2,2,2,2,2,2,3,2,3,2,1,2,2,2,3,2,2,2,1,1,1,3,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,3,2,2,1,2,2,2,2
40313323,2024/12/11 17:05,男性,40代,北海道・東北地方,既婚,子どもあり,800～1200万未満,自営業・自由業,オフィス,5.8,6.75,4.875,-2,5.5,7,6.5,6,6.25,5,5,4,4,3,5,5,4,4,5,4,3,2,3,1,2,5,5,5,5,5,4,4,5,2,5,5,5,5,5,3,1,5,5,3,5,3,2,2,5,5,5,5,5,2,3,1,4,5,5,3,2,3,1,3,3,5,3,4,1,2,3,1,2,3,3,2,5,3,5,5,1,5,5,3,4,3,4,1,4,3
40527990,2024/12/11 16:19,男性,40代,関東地方,既婚,子どもなし,,会社員,オフィス,4.4,3.75,2.875,-4.125,5,5.5,5.5,5,5.25,5,5,4,3,1,4,2,3,5,2,5,3,3,4,4,4,4,2,2,3,5,5,3,2,3,3,2,4,3,3,1,4,2,3,3,1,1,1,4,4,4,2,4,3,3,5,4,3,1,4,4,3,4,3,3,1,5,5,3,3,3,3,3,3,3,4,4,4,1,2,3,4,2,4,4,3,5,4,4,4,2
41450396,2024/12/11 16:17,男性,40代,近畿地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.2,5.5,3.375,-3.375,4,4,4,5,4.25,4,4,5,4,4,4,5,4,4,4,4,3,4,3,2,2,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,2,4,4,3,4,4,2,3,3,2,3,3,4,5,4,4,5,4,2,4,4,4,4,4,3,4,4,4
42483641,2024/12/11 16:56,男性,40代,中部地方,既婚,子どもなし,400〜800万未満,公務員,オフィス,5.2,5.25,3.625,-2.75,1.5,4.5,3,3.5,3.125,3,3,5,5,5,5,2,4,3,2,4,3,3,3,4,5,5,4,4,4,4,3,4,4,4,3,4,4,4,3,5,4,3,4,3,4,3,5,5,5,3,3,3,4,4,4,4,4,5,5,5,5,5,2,3,4,4,5,5,3,2,2,4,3,4,3,3,2,3,4,3,3,4,4,4,4,4,4,3,3,4
42848067,2024/12/11 16:54,男性,40代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4,4.25,3,-3,4,4.5,4,4,4.125,3,3,3,4,3,3,3,3,4,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,4,3,2,3,3,3,4,4,3,4,4,4
42884083,2024/12/11 16:48,男性,40代,関東地方,既婚,子どもなし,400万未満,自営業・自由業,オフィス,5.2,5.75,4.25,-4.25,5,5,6,5,5.25,5,1,1,3,2,2,3,2,2,5,2,5,3,3,3,3,3,4,2,4,3,2,5,4,2,2,3,2,4,3,5,2,2,3,4,2,2,1,5,1,2,3,3,5,3,2,2,4,1,3,3,1,2,3,3,2,1,3,3,2,3,3,4,3,1,3,1,5,3,3,2,1,2,4,2,4,3,3,2,4,2
43492697,2024/12/11 16:20,男性,40代,中国・四国・九州・沖縄地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,3,3.75,3.875,-3.125,3.5,4,4,4,3.875,4,3,3,3,3,3,4,3,3,3,3,2,2,2,2,2,3,2,3,3,3,2,2,2,3,3,3,3,3,4,3,3,3,2,3,4,2,2,2,3,4,3,4,4,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,2
45018019,2024/12/11 16:42,男性,40代,関東地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,4,3.75,3,-3,4,4,4,4,4,3,3,3,3,3,3,3,5,5,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4,2,3,3,3
47022014,2024/12/11 17:00,男性,40代,中部地方,未婚,子どもなし,,会社員,オフィス,3.8,4.75,3.625,-3.625,3,5,4,4.5,4.125,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,4,3,4,3,4,3,3,3,3,4,3,3,2,3,3,4,4,3,3,2,2,3,3,3,4,3,3,2,4,2,2,4,2,2,2,2,4,3,3,3,4,4,4,2,3,2,2,3,4,3,3,3,2,4,4,3,4,4,3,3,3,4,4,3,3
48110936,2024/12/11 16:27,男性,40代,中部地方,既婚,子どもなし,,会社員,オフィス,3.6,3.5,3.5,-3.5,5.5,4,2,1.5,3.25,3,4,3,2,3,3,2,2,2,2,4,3,3,3,3,2,1,3,1,2,2,4,3,2,3,4,2,4,3,3,4,3,1,3,2,1,1,1,3,3,3,2,3,3,2,5,2,2,1,3,3,2,5,2,4,2,1,3,2,1,4,3,1,4,3,2,4,4,3,3,2,5,3,2,1,2,5,3,2,4,3
48750659,2024/12/11 16:21,男性,40代,関東地方,未婚,子どもなし,わからない,会社員,オフィス,2.4,5,4.125,-3.75,2.5,5.5,2,5,3.75,3,4,3,3,4,4,4,3,2,2,1,2,1,1,1,1,4,2,3,3,4,1,4,1,2,2,2,3,3,4,4,3,1,1,4,4,3,4,5,3,4,4,2,2,4,4,3,4,3,4,2,2,1,2,4,1,1,4,4,1,1,1,1,1,4,4,3,1,4,1,1,1,4,4,2,4,2,1,1,1,1
50246152,2024/12/11 17:04,男性,40代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.6,3.75,3.75,-3.25,5,3.5,3.5,2.5,3.625,3,2,3,3,4,3,2,2,2,4,2,3,4,3,3,3,4,2,2,4,2,4,4,2,3,2,2,3,2,2,2,2,2,3,4,2,1,3,4,3,3,4,2,3,5,5,2,3,3,3,2,3,3,3,4,3,2,2,3,3,4,2,4,3,3,2,2,4,2,3,5,3,3,3,4,5,4,1,1,3,4
235268,2024/12/11 22:13,男性,50代,関東地方,未婚,子どもなし,,会社員,オフィス,4,4.25,3.75,-3,4,3.5,4,4,3.875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
294099,2024/12/11 19:49,男性,50代,北海道・東北地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.4,3.75,2.875,-3.875,3.5,4.5,3.5,3.5,3.75,4,4,3,3,4,4,2,3,3,3,2,5,3,2,2,2,4,4,4,4,4,3,3,4,3,4,3,3,4,2,4,3,4,2,5,5,4,5,4,3,4,2,4,1,1,1,1,2,3,2,1,3,3,2,2,3,3,4,3,2,2,2,2,2,4,2,4,3,3,4,4,1,4,4,2,2,3,2,1,4,3
1730303,2024/12/11 20:27,男性,50代,中国・四国・九州・沖縄地方,既婚,子どもなし,400万未満,会社員,オフィス,2.6,4.75,2.125,-2.875,4,5,4,4,4.25,4,4,4,3,4,4,4,5,4,3,2,3,2,2,1,1,3,2,2,2,4,3,3,3,3,3,3,3,1,4,2,4,1,1,4,4,3,4,4,2,4,4,4,4,4,2,3,3,4,3,3,3,2,1,3,3,1,4,5,1,3,3,2,2,4,4,3,1,4,1,3,1,4,3,3,3,3,2,1,4,3
3153376,2024/12/11 19:29,男性,50代,中部地方,未婚,子どもあり,,会社員,オフィス,3.6,4,3.125,-3,3,5,3,4,3.75,3,3,3,2,3,3,2,3,3,3,2,3,4,3,2,3,3,3,3,3,3,3,3,4,3,2,3,2,3,2,3,3,3,2,3,3,2,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3
3317084,2024/12/11 19:08,男性,50代,中部地方,既婚,子どもあり,400〜800万未満,公務員,オフィス,3.8,4.75,2.25,-3.75,2.5,4.5,2.5,4,3.375,2,2,3,2,1,1,3,2,3,2,1,3,2,2,2,1,2,2,2,3,2,1,2,3,4,3,2,2,2,3,3,4,2,4,4,4,2,2,2,1,1,2,3,4,2,1,1,2,4,3,2,1,2,2,2,2,2,4,2,1,2,2,1,2,3,4,3,3,2,3,2,1,4,3,4,4,3,2,1,1,2
3523895,2024/12/11 22:26,男性,50代,関東地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,2.6,5,3.125,-3.875,5,4.5,3,4,4.125,2,5,4,5,5,5,4,4,3,3,3,2,3,4,2,4,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,5,5,5,5,5,5,4,3,4,3,5,1,4,4,3,3,4,4,4,4,4,5,5,5,2,3,2,1,3,3,3,4,4,4,4,4,2,4,3,3,3,3,3,3,3,3
3677494,2024/12/11 18:20,男性,50代,中国・四国・九州・沖縄地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,4.4,4.5,4.625,-3.5,4,5.5,4.5,4.5,4.625,4,3,4,3,3,4,4,4,4,3,2,2,3,2,2,2,3,3,3,4,4,2,3,2,3,4,3,3,3,3,3,2,3,3,4,4,3,3,4,4,4,4,3,3,4,3,3,4,3,3,4,4,3,3,3,4,2,2,3,3,4,3,4,4,4,4,4,4,3,2,2,3,3,2,3,3,4,3,3,2,3
3980438,2024/12/11 16:25,男性,50代,関東地方,既婚,子どもあり,1200万以上,会社員,オフィス,6.4,6,4.875,-2.25,6.5,6.5,5,6,6,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5
4086223,2024/12/11 20:28,男性,50代,中部地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,2.8,4,1.75,-3.75,2,5,2.5,4.5,3.5,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,2,2,3,1,4,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,3,2,3,1,1,2,3,1,2,1,1,2,2,1,1,1,1
4104147,2024/12/11 19:11,男性,50代,中部地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,3.6,2.75,1.625,-4,2,3.5,3.5,4,3.25,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,1,2,4,3,3,1,2,2,2,2,1,3,3,3,2,1,1,1,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3
4104741,2024/12/11 18:47,男性,50代,中部地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,2.6,4.5,1.875,-2,6,4.5,3.5,4.5,4.625,4,3,4,3,4,3,3,1,1,3,3,1,3,1,1,1,1,1,3,3,3,3,2,2,3,3,3,3,3,4,3,3,4,4,4,4,3,4,4,3,4,4,4,1,1,1,1,1,4,1,3,2,1,1,1,1,1,1,2,1,1,1,3,2,3,1,3,3,3,3,3,3,4,3,3,3,3,1,1,1,1
4109089,2024/12/11 18:21,男性,50代,近畿地方,既婚,子どもなし,400〜800万未満,会社員,オフィス,2.6,4.75,2.25,-1.375,1.5,5,5,5.5,4.25,4,4,4,3,3,4,4,4,4,3,4,3,3,2,1,1,2,3,3,3,4,4,4,3,4,4,3,2,3,2,4,3,4,2,3,4,3,5,4,3,4,4,5,4,3,4,1,3,3,3,2,2,2,2,3,2,1,5,5,3,3,1,1,1,3,3,3,2,3,4,3,1,3,4,4,3,2,3,1,1,1
4129928,2024/12/11 23:05,男性,50代,近畿地方,未婚,子どもなし,400〜800万未満,自営業・自由業,オフィス,1,5,1.75,-4.375,4,5.5,2.5,4,4,2,3,3,2,1,2,3,2,3,1,2,1,1,2,2,1,1,3,2,3,2,1,2,3,3,1,4,3,3,3,3,2,3,3,2,4,2,4,4,2,2,2,3,4,4,3,3,2,3,2,1,2,3,1,3,3,3,3,3,1,3,3,3,1,2,3,3,3,2,4,3,1,4,3,4,3,2,3,1,1,2
4158589,2024/12/11 18:11,男性,50代,関東地方,未婚,子どもなし,わからない,会社員,オフィス,3.2,4,3,-3.125,3,4.5,3,4,3.625,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,3,2,2,4,2,2,2,3,3,3,4,4,3,3,3,3,2,2,3,2,3,3,2,2,2,3,2,3,2,2,3,4,2,2,2,2,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2
4209172,2024/12/11 17:06,男性,50代,関東地方,既婚,子どもあり,1200万以上,会社員,オフィス,3.8,5,3.75,-1.5,5,5.5,6,7,5.875,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,4,5,1,2,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,3,1,5,5,1,1,1,4,5,1,1,1,1,1,1
4313743,2024/12/11 18:42,男性,50代,中国・四国・九州・沖縄地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,3.6,6,4.125,-1.375,5,5,6.5,7,5.875,4,4,4,4,4,4,4,5,5,4,4,2,2,1,1,1,3,2,1,4,4,3,3,3,3,4,3,3,4,4,3,2,4,4,1,2,4,4,5,2,4,4,5,2,1,2,1,4,4,3,2,4,3,1,4,5,1,4,4,1,4,2,1,1,2,4,1,4,1,4,1,1,5,4,3,2,2,1,1,1,1
4363315,2024/12/11 18:54,男性,50代,近畿地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,2.8,4,3.125,-3,4,5,3.5,4,4.125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4474196,2024/12/11 16:05,男性,50代,関東地方,未婚,子どもなし,400万未満,会社員,オフィス,2.2,4,2.875,-3,2,4,4,4,3.5,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,2,5,5,3,5,5,3,3,5,3,1,1,1,1,3,4,5,1,1,3,1,3,3,3,3,3,4,2,2,2,2,3,1,4,1,1,2,3,3,3,3,3,4,2,1,1,1,1
4984956,2024/12/11 17:32,男性,50代,関東地方,既婚,子どもあり,1200万以上,公務員,オフィス,5.6,6,3.25,-2.375,3.5,5.5,4,5,4.5,4,5,4,2,2,4,4,4,4,3,2,2,2,1,1,2,1,1,3,3,2,2,2,2,3,3,3,2,2,3,3,2,3,2,5,4,4,4,4,3,4,4,4,3,1,2,1,2,4,3,1,1,1,1,2,2,2,4,4,1,2,2,1,1,3,3,3,1,2,2,2,1,4,3,2,2,3,3,1,2,2
6141234,2024/12/11 19:31,男性,50代,関東地方,既婚,子どもなし,800～1200万未満,会社員,オフィス,3.2,4,2.125,-2.25,2,3.5,3.5,4,3.25,2,3,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,3,1,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,2,3,3,2,2,3,3,3,2,2,3,3,2,3,3,2,3,3,3,3,2,1,1,4,2,2,3,2,2,2,3,2
6509617,2024/12/11 19:07,男性,50代,北海道・東北地方,既婚,子どもあり,800～1200万未満,公務員,オフィス,5.8,6,4.75,-1,6,7,5.5,7,6.375,4,3,3,3,3,3,2,4,4,2,2,1,1,1,1,1,3,1,1,1,1,3,3,2,4,1,1,1,1,4,2,3,3,4,4,5,5,3,5,3,3,3,3,3,4,4,1,2,2,2,1,4,4,2,2,2,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,3,2,1,1,1
6566813,2024/12/11 19:21,男性,50代,関東地方,既婚,子どもあり,800～1200万未満,公務員,オフィス,3.2,4,2.875,-3.75,3.5,4.5,3.5,3,3.625,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,2,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3
6589028,2024/12/11 18:56,男性,50代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,3.4,3,2,-3,1,4.5,1.5,2.5,2.375,1,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,3,2,2,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,4,2,3,2,3,3,4,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
6664064,2024/12/11 19:56,男性,50代,中国・四国・九州・沖縄地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,4.4,4,3.125,-3,4,5,4,3.5,4.125,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,2,4,4,2,3,4,4,4,3,3,2,2,2,4,4,4,4,4,3,2,2,2
6675595,2024/12/11 21:13,男性,50代,北海道・東北地方,既婚,子どもあり,800～1200万未満,公務員,オフィス,5.4,3.5,2,-5.625,3,6,1,4,3.5,4,4,2,1,3,4,3,4,3,3,3,3,1,2,1,1,5,4,3,1,3,3,4,2,3,3,1,4,1,3,3,4,3,3,3,3,4,5,5,4,2,3,5,3,3,3,1,3,3,3,3,4,3,1,3,3,2,3,4,4,1,1,1,1,3,3,1,1,3,1,1,1,3,4,4,1,3,1,1,1,3
8040420,2024/12/11 22:06,男性,50代,北海道・東北地方,既婚,子どもあり,800～1200万未満,公務員,オフィス,2.2,4,2.875,-3.625,4.5,4.5,3,3.5,3.875,2,2,2,3,2,2,2,3,3,3,2,1,1,1,1,1,3,2,2,2,2,1,2,3,3,2,2,2,2,3,3,3,4,3,3,3,2,4,4,2,2,4,3,2,3,4,1,1,2,3,2,5,3,1,1,2,1,1,3,1,4,1,1,2,2,2,2,3,2,2,2,2,2,4,3,2,2,1,2,1,1
8155931,2024/12/11 23:02,男性,50代,中国・四国・九州・沖縄地方,既婚,子どもなし,800～1200万未満,会社員,オフィス,1.6,3.25,2,-2.375,3,4,2,5,3.5,4,4,3,2,1,4,4,3,3,3,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,5,2,2,3,2,2,4,4,5,3,4,2,3,2,4,3,1,2,4,2,1,2,2,1,1,2,1,3,2,1,1,1,1,1,1,2,3,3,4,2,2,1,4,2,2,2,3,1,1,1,1
8865957,2024/12/11 17:38,男性,50代,関東地方,既婚,子どもあり,800～1200万未満,経営者・役員,オフィス,4.4,4,3.5,-2.75,4.5,5.5,5,4,4.75,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
9174917,2024/12/11 16:54,男性,50代,関東地方,既婚,子どもあり,1200万以上,会社員,オフィス,4.8,5.25,3.625,-2.5,4,6.5,3,4,4.375,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,4,3,3,3,3,2,3,3,4,4,4,2,3,4,3,3,4,4,4,4,4,4,4,4,5,4,4,4,3,2,2,2,4,3,2,4,4,1,4,4,1,4,4,2,1,1,2,3,2,3,3,2,4,4,4,4,4,4,3,2,3,3,4,2,3
9180931,2024/12/11 17:45,男性,50代,近畿地方,既婚,子どもなし,わからない,会社員,オフィス,3.4,4,1.875,-1.875,2,1.5,1,2,1.625,3,2,3,2,2,3,3,2,2,3,4,2,3,3,2,3,3,2,3,2,1,3,2,4,3,3,3,2,2,3,3,3,4,4,2,1,3,4,2,2,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,4,2,3,3,2,3,2,2,1,4,3,2,3,2,4,2,3
9350445,2024/12/11 21:39,男性,50代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,5.2,5.75,3.875,-2.625,5,6,4.5,4.5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,3,3,3,4,3,3,3,2,4,4,4,3,4,5,2,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,2,4,4,4,3,1,1,2,4,4,2,4,4,1,4,3,3,4,3,3,4,4,3,4,3,3,4,4,3,4,1,4,1,4,4
12742185,2024/12/11 18:53,男性,50代,近畿地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,1.2,3.75,1,-2.25,1,7,2,6,4,4,5,4,2,2,5,2,1,1,2,2,3,2,3,1,1,4,1,1,2,5,3,2,2,2,5,3,2,4,1,5,2,1,1,5,5,5,5,5,1,5,4,5,2,4,1,1,1,5,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,5,1,1,3,2,1,4,4,1,1,1,1,1,1,1
12799126,2024/12/11 17:31,男性,50代,中国・四国・九州・沖縄地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,3.8,6,5,-5,4,6.5,3,2.5,4,5,5,5,5,5,5,4,4,4,4,4,1,4,1,1,1,4,4,4,4,4,4,4,4,5,5,4,1,1,1,4,1,4,4,3,3,4,5,5,5,5,5,5,2,4,1,1,1,1,1,1,5,4,1,4,3,1,5,5,1,5,1,1,1,1,2,1,5,2,1,1,1,1,1,4,4,1,4,1,1,1
13235130,2024/12/11 19:08,男性,50代,北海道・東北地方,既婚,子どもあり,,会社員,オフィス,4,4,3,-3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
14215139,2024/12/11 20:30,男性,50代,関東地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,3.8,3.75,3.125,-3.375,4,4,4,3.5,3.875,3,3,3,3,2,3,3,3,3,1,3,3,3,2,3,3,3,2,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,4,1,3,3,4,3,2,3,3,3,2,2,3,3
14323130,2024/12/11 22:30,男性,50代,北海道・東北地方,既婚,子どもあり,400〜800万未満,公務員,オフィス,4.8,4,3.125,-3,2.5,4.5,4.5,3.5,3.75,3,3,3,3,3,3,1,3,2,3,2,2,2,3,2,2,2,3,3,2,3,2,3,2,2,3,3,2,3,2,3,3,3,3,2,2,4,2,3,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,2,3
16513824,2024/12/11 21:07,男性,50代,関東地方,既婚,子どもなし,800～1200万未満,会社員,オフィス,4.8,7,4.25,-2.5,5.5,6.5,4,7,5.75,4,5,5,2,3,4,4,3,3,2,4,4,2,1,1,2,4,1,2,1,3,3,3,3,2,3,2,1,4,3,4,2,4,4,4,4,4,4,5,4,4,2,1,4,2,2,1,1,5,1,1,1,1,1,2,1,1,5,4,1,2,3,1,1,1,1,4,5,3,3,4,1,3,5,5,4,3,1,1,1,1
18550768,2024/12/11 20:32,男性,50代,関東地方,既婚,子どもなし,400〜800万未満,会社員,オフィス,4,5.25,4.25,-4.125,5,5,4,4,4.5,3,3,4,3,4,4,3,4,3,3,1,2,3,2,3,2,2,2,3,4,1,4,3,4,3,3,3,3,2,2,3,3,3,4,3,4,3,3,3,4,4,4,3,4,3,5,4,3,2,3,4,3,3,4,3,3,3,3,3,3,2,2,2,3,3,3,4,4,4,2,2,2,2,1,3,4,3,3,3,3,4
18911239,2024/12/11 23:04,男性,50代,関東地方,既婚,子どもあり,1200万以上,会社員,オフィス,4,4,3,-3,2.5,4,4,4,3.625,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20632125,2024/12/11 16:59,男性,50代,近畿地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.2,6,4.125,-3.125,4.5,6,4.5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1,1,3,3,2,4,3,2,2,3,4,3,4,3,3,4,2,4,4,4,3,5,4,3,5,3,4,4,2,4,4,2,2,3,4,3,2,2,1,2,4,3,2,4,4,1,2,2,2,2,4,3,3,4,3,3,2,1,4,4,4,4,2,3,1,4,3
20852750,2024/12/11 16:07,男性,50代,中国・四国・九州・沖縄地方,既婚,子どもなし,,自営業・自由業,オフィス,3.8,4.75,3.125,-3,4.5,5,3.5,5,4.5,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,1,2,1,3,3,2,3,4,3,4,3,2,3,3,4,3,3,3,2,4,3,4,2,4,3,3,3,4,4,3,3,4,2,3,4,2,4,2,3,3,3,3,4,3,3,3,2,2,1,3,3,3,2,4,4,3,3
